,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year,SENTENCE_DAYS,BOND_AMOUNT
273,ZZHWRRJE,02/08/2018,WHITE,M,OTHERS,2018,60,15000
274,ZZEBCBRE,02/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100000
275,ZZSRSSJJ,02/07/2018,BLACK,M,OTHERS,2018,183,75000
276,ZZHLHLJC,02/08/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,913,145000
277,ZZRCBWLH,02/08/2018,BLACK,M,OTHERS,2018,0,50950
278,ZZSRSWZJ,02/08/2018,WHITE,M,OTHERS,2018,3653,500000
279,ZZHRRCWR,02/08/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018,2374,200000
280,ZZHHHSJR,02/08/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,101000
281,ZZHBCCLJ,02/09/2018,WHITE,M,OTHERS,2018,90,25000
282,ZZSRRBCW,02/09/2018,BLACK,M,OTHERS,2018,761,125000
283,ZZRCBCBW,02/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,335,20000
284,ZZRHSZSS,02/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,15000
285,ZZHJWHZC,02/09/2018,HISPANIC,M,OTHERS,2018,731,16000
286,ZZSRSWRE,02/09/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,480500
287,ZZRLBWWZ,01/11/2018,HISPANIC,M,OTHERS,2018,30,2000
288,ZZHEZJHB,02/09/2018,BLACK,M,OTHERS,2018,731,250000
289,ZZRJSCRC,02/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,25000
290,ZZSZWSSR,02/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,120,35500
291,ZZSRSWHW,02/10/2018,HISPANIC,M,OTHERS,2018,1826,250000
292,ZZHBHJSC,02/13/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1096,150600
293,ZZHSSZLE,02/13/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,913,135000
294,ZZRJBZRB,02/13/2018,BLACK,M,OTHERS,2018,0,650050
295,ZZHJWRSL,02/13/2018,WHITE,M,OTHERS,2018,1096,100500
296,ZZSZSZJR,02/13/2018,WHITE,M,OTHERS,2018,0,800000
297,ZZSRSWLH,02/13/2018,HISPANIC,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,152,60500
298,ZZHCRJWS,02/13/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,90,20000
299,ZZRJWRBB,02/13/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1004,250000
300,ZZHJLZHJ,02/13/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1278,175050
301,ZZSELEEB,02/13/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,45100
302,ZZHWRLJZ,02/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1461,150000
303,ZZSZERWZ,02/13/2018,BLACK,M,OTHERS,2018,457,50000
304,ZZSZZJLH,02/13/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,548,55500
305,ZZRCWWZS,02/13/2018,HISPANIC,M,OTHERS,2018,274,200000
306,ZZHEWZHS,02/13/2018,BLACK,M,OTHERS,2018,1096,250000
307,ZZHCZEEC,02/13/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,15000
308,ZZSZRHSE,02/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,15000
309,ZZSRSWCB,02/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,2,500
310,ZZRSZERJ,02/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,10000
311,ZZRZWSRH,02/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,12500
312,ZZELZCHS,02/14/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,1735,91000
313,ZZHJWLEH,02/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,50000
314,ZZZCJSEL,02/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,15290
315,ZZRZHZEL,02/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,20000
316,ZZEWLEZE,02/14/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,350000
317,ZZHBHSJJ,02/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,50000
318,ZZRHHHCB,01/25/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,2557,205000
319,ZZSESWJS,02/15/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,183,35000
320,ZZEBWLZC,02/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,20050
321,ZZHWJHZL,02/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,100000
322,ZZHHHSHE,02/15/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,90,25000
323,ZZHLWJWB,01/31/2018,WHITE,M,OTHERS,2018,0,8020000
324,ZZHWCECZ,02/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,732,70000
325,ZZHLSJZE,02/15/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1126,160000
326,ZZSRRLBE,02/15/2018,BLACK,M,OTHERS,2018,0,107000
327,ZZEHHZBC,02/15/2018,WHITE,M,OTHERS,2018,244,10000
328,ZZSZEWLL,02/16/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,180,50000
329,ZZHSZCZJ,02/16/2018,BLACK,M,OTHERS,2018,0,250300
330,ZZELZSBH,02/16/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,16000
331,ZZSRZWZJ,02/05/2018,HISPANIC,M,OTHERS,2018,0,37995
332,ZZHCZSEW,02/16/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,2739,780000
333,ZZHCSRRW,02/16/2018,WHITE,M,OTHERS,2018,365,20000
334,ZZHZCBSW,01/26/2018,HISPANIC,M,OTHERS,2018,0,65000
335,ZZHWBBZE,02/20/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,2557,625000
336,ZZHRSHHS,02/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,5000
337,ZZSRSLEJ,02/20/2018,WHITE,M,OTHERS,2018,0,500000
338,ZZSRSLHB,02/20/2018,BLACK,M,OTHERS,2018,16436,1500000
339,ZZHSRWHL,02/20/2018,WHITE,F,OTHERS,2018,0,28000
340,ZZREZWWW,02/20/2018,BLACK,M,OTHERS,2018,0,551050
341,ZZRBBJBB,02/20/2018,BLACK,M,OTHERS,2018,30,15000
342,ZZSECCLE,02/20/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,301000
343,ZZRZBLSJ,02/20/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,183,76000
344,ZZSRSLHJ,02/20/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,183,75500
345,ZZRWCSJZ,02/20/2018,BLACK,M,OTHERS,2018,183,42500
346,ZZHJRJLH,02/20/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,1278,60000
347,ZZSEWSHR,02/20/2018,BLACK,M,OTHERS,2018,365,50000
348,ZZSEJZHW,02/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,40000
349,ZZHBRHRJ,02/21/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,226000
350,ZZRSWZRC,02/21/2018,HISPANIC,M,OTHERS,2018,0,45000
351,ZZEECESR,02/21/2018,HISPANIC,M,OTHERS,2018,0,10000
352,ZZRSCBEE,02/21/2018,HISPANIC,M,OTHERS,2018,120,6000
353,ZZRJJWSH,02/21/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,304,150000
354,ZZSRSLLE,02/21/2018,BLACK,M,OTHERS,2018,731,40000
355,ZZHHLLRH,02/21/2018,BLACK,M,OTHERS,2018,365,100000
356,ZZHJCZSL,02/21/2018,WHITE,M,OTHERS,2018,457,50000
357,ZZHLSSBJ,02/21/2018,WHITE,M,OTHERS,2018,1674,620000
358,ZZSZRRCC,02/21/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018,274,20000
359,ZZHLBHCH,02/22/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,0,40000
360,ZZSELHLB,02/22/2018,BLACK,M,OTHERS,2018,0,25001
361,ZZRRRBLE,02/22/2018,HISPANIC,M,OTHERS,2018,1096,200000
362,ZZSZBZWJ,02/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,25000
363,ZZHWEEBB,02/23/2018,BLACK,M,OTHERS,2018,1096,10070
364,ZZRHBEHB,02/23/2018,BLACK,M,OTHERS,2018,183,100000
365,ZZHERWLW,02/26/2018,WHITE,M,OTHERS,2018,304,70500
366,ZZSRSCHE,02/26/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,548,200000
367,ZZSRSCZJ,02/26/2018,BLACK,M,OTHERS,2018,400,175000
368,ZZSZESRH,02/26/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,51000
369,ZZRCZLCC,02/26/2018,WHITE,F,OTHERS,2018,0,30000
370,ZZEJCLZW,02/26/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,365,5500
371,ZZHEHHBL,02/26/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,10200
372,ZZECHLLE,02/26/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,761,75000
373,ZZSZRHHC,02/27/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,100000
374,ZZHWCEJZ,02/27/2018,HISPANIC,M,OTHERS,2018,394,80000
375,ZZSZJRLH,02/27/2018,BLACK,M,OTHERS,2018,0,56000
376,ZZHLECJB,02/27/2018,BLACK,M,OTHERS,2018,731,75000
377,ZZEWHHLS,02/27/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,30000
378,ZZRLWBER,02/28/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,50000
379,ZZHECJRH,03/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,5000
380,ZZEBZZSR,03/01/2018,BLACK,M,OTHERS,2018,0,111000
381,ZZHWECCJ,02/28/2018,BLACK,M,OTHERS,2018,1826,1050000
382,ZZHWSHSJ,03/01/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,100000
383,ZZRCSRCC,03/01/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,90,102500
384,ZZECJWCC,03/01/2018,HISPANIC,F,OTHERS,2018,732,25000
385,ZZSRSCJZ,03/01/2018,BLACK,M,OTHERS,2018,30,5000
386,ZZSZCZWL,03/01/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,61000
387,ZZRBELRZ,03/01/2018,BLACK,M,OTHERS,2018,0,101500
388,ZZHBJEHZ,02/28/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,47000
389,ZZSERHZR,03/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,170000
390,ZZZCCJHJ,03/01/2018,WHITE,M,OTHERS,2018,7,2500
391,ZZHEJESH,03/01/2018,WHITE,M,OTHERS,2018,913,10000
392,ZZHRCCWS,03/01/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,50000
393,ZZHLELSC,02/28/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,50000
394,ZZHCBRRW,03/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1278,150000
395,ZZHCRZBE,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,15000
396,ZZSZREWR,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,42100
397,ZZEBHLLJ,03/01/2018,WHITE,M,OTHERS,2018,913,75000
398,ZZSRSCRR,02/26/2018,HISPANIC,M,OTHERS,2018,1096,226000
399,ZZHLEZWC,03/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,100000
400,ZZECRRBR,02/28/2018,WHITE,M,OTHERS,2018,120,30000
401,ZZHJCBBS,03/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,150000
402,ZZSZSCCH,03/02/2018,WHITE,F,OTHERS,2018,2557,250000
403,ZZSRSCJJ,03/02/2018,WHITE,M,OTHERS,2018,60,2000
404,ZZSZCHHS,03/02/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,913,225000
405,ZZHBJWLH,03/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,20500
406,ZZRCCHRS,03/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,37592
407,ZZSRSCJC,03/02/2018,WHITE,M,OTHERS,2018,2557,151500
408,ZZRBLCZB,03/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,91,25000
409,ZZSZBBHC,03/02/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,20000
410,ZZHSCWRW,03/04/2018,BLACK,M,OTHERS,2018,0,1000
411,ZZHCLRSH,03/05/2018,WHITE,M,OTHERS,2018,0,21500
412,ZZRWLRSH,03/05/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,913,20000
413,ZZSESSZR,03/05/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,0,35000
414,ZZSRSBSJ,03/05/2018,BLACK,M,OTHERS,2018,1096,1000000
415,ZZSZJCLC,03/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,50,20000
416,ZZRWSCLZ,03/05/2018,HISPANIC,M,OTHERS,2018,122,10000
417,ZZHWCSHC,03/05/2018,HISPANIC,M,OTHERS,2018,365,350500
418,ZZHCCECH,03/05/2018,WHITE,F,OTHERS,2018,0,25000
419,ZZHJECLR,03/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,244,50500
420,ZZSESWZB,03/06/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,90,10000
421,ZZHWHRWW,03/06/2018,BLACK,M,OTHERS,2018,1096,275050
422,ZZRCRHRC,03/06/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,20100
423,ZZSZHSZW,03/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,609,45000
424,ZZSZHJCZ,03/06/2018,HISPANIC,M,"ASSAULT, FIRST DEGREE                 BF",2018,0,430000
425,ZZZBWZWJ,03/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,6000
426,ZZRZECBS,03/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,63000
427,ZZZBCHRZ,03/06/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,40000
428,ZZHWESLW,03/06/2018,BLACK,M,OTHERS,2018,0,710000
429,ZZRHLSBL,03/06/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,30000
430,ZZHZHCEH,03/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,91,50000
431,ZZHJWLCE,03/06/2018,WHITE,M,OTHERS,2018,120,38500
432,ZZRHLESR,03/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100000
433,ZZHHWCLZ,03/06/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,45,3500
434,ZZSRSBBC,03/07/2018,HISPANIC,M,OTHERS,2018,457,76000
435,ZZSZBJJR,03/07/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,200000
436,ZZEZCCJW,03/07/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,122,4000
437,ZZHJHLSC,03/07/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,4383,725000
438,ZZEESHEL,03/07/2018,BLACK,F,OTHERS,2018,0,101150
439,ZZSRSBJB,03/08/2018,WHITE,M,OTHERS,2018,0,166550
440,ZZHJZRLL,03/08/2018,ASIAN,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,100000
441,ZZRLZSSH,03/08/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018,70,50000
442,ZZHLCRRR,03/08/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,500000
443,ZZHWZBHZ,03/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,100050
444,ZZSRSJEZ,03/09/2018,BLACK,M,OTHERS,2018,0,250000
445,ZZHSRZWE,03/09/2018,HISPANIC,M,OTHERS,2018,0,400050
446,ZZHLBREH,03/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,2557,150500
447,ZZHZHRLS,03/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,761,150000
448,ZZSRSJRE,03/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,45,5000
449,ZZEZBCHH,03/09/2018,WHITE,M,OTHERS,2018,1826,99000
450,ZZRRLRSS,03/09/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,1096,71500
451,ZZHWEZWR,03/12/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,150000
452,ZZHZZCRC,03/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,244,20000
453,ZZHLRBHJ,03/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1096,156500
454,ZZSRSJSZ,03/12/2018,BLACK,M,OTHERS,2018,0,250000
455,ZZRWRJLB,03/12/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,75000
456,ZZSZLJES,03/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50000
457,ZZSRSJWE,03/12/2018,BLACK,M,OTHERS,2018,0,250000
458,ZZHJBHSR,03/12/2018,WHITE,F,OTHERS,2018,548,150000
459,ZZRJBBSB,03/12/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,731,242500
460,ZZHBZBHE,03/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,487,96000
461,ZZRCLWJC,03/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,750000
462,ZZSRRCWB,03/14/2018,BLACK,M,OTHERS,2018,0,50000
463,ZZHRHBLW,03/14/2018,WHITE,M,"ASSAULT, FIRST DEGREE                 BF",2018,913,503000
464,ZZHBJWCR,03/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,7500
465,ZZSRSJBR,03/14/2018,WHITE,F,OTHERS,2018,548,20000
466,ZZSRZJBW,03/14/2018,WHITE,F,OTHERS,2018,0,115000
467,ZZHHHERE,03/14/2018,HISPANIC,M,OTHERS,2018,0,300300
468,ZZHSZSSB,03/14/2018,BLACK,M,OTHERS,2018,0,350000
469,ZZHRWRER,03/14/2018,WHITE,M,OTHERS,2018,0,7500
470,ZZHWLSHH,03/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,50000
471,ZZSRSJLL,03/14/2018,BLACK,M,OTHERS,2018,365,35000
472,ZZRBWBJB,03/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,190000
473,ZZHCCEJE,03/15/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,244,200000
474,ZZSRSJJW,03/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,5000
475,ZZHHSRBS,03/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,30,2500
476,ZZSEJJZH,03/15/2018,WHITE,M,OTHERS,2018,1096,30500
477,ZZHZLSHZ,03/15/2018,WHITE,M,OTHERS,2018,304,12500
478,ZZSRSJJL,03/15/2018,ASIAN,M,"ROBBERY, FIRST DEGREE                 BF",2018,3287,528000
479,ZZRZHRWZ,03/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100100
480,ZZRLZCWE,03/15/2018,WHITE,M,OTHERS,2018,1096,100000
481,ZZHWBLHE,03/15/2018,WHITE,M,OTHERS,2018,30,2500
482,ZZHJSHLE,03/15/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,75000
483,ZZSEWRSL,03/16/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,98000
484,ZZRHCHWC,03/16/2018,HISPANIC,M,OTHERS,2018,609,400
485,ZZHCWCJB,03/16/2018,BLACK,F,"BURGLARY, THIRD DEGREE                DF",2018,0,95000
486,ZZSRWZEE,03/16/2018,WHITE,M,OTHERS,2018,2922,300000
487,ZZRWRJHW,03/16/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,183,15000
488,ZZRJWZBC,03/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,304,25000
489,ZZSEHRWS,03/16/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,3653,1500000
490,ZZHCRCLH,03/16/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,60500
491,ZZEZCCZJ,03/16/2018,WHITE,M,OTHERS,2018,274,15085
492,ZZHLECHE,03/16/2018,HISPANIC,F,OTHERS,2018,365,50000
493,ZZSECHJE,03/16/2018,WHITE,M,OTHERS,2018,274,55000
494,ZZHZELSE,03/16/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,183,225200
495,ZZSERWLW,03/19/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,639,45000
496,ZZRWJJSH,03/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,500000
497,ZZHZRLHL,03/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,16000
498,ZZRLJZJJ,03/19/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,152,35500
499,ZZRHWLJR,03/19/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,183,40500
500,ZZSRWZHB,03/19/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,310000
501,ZZHEJLSS,03/19/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,152,18500
502,ZZSRWZSC,03/19/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,1278,250000
503,ZZHJLLLE,03/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,639,60000
504,ZZSZHWSE,03/19/2018,WHITE,F,OTHERS,2018,457,51400
505,ZZRHLHHB,03/19/2018,BLACK,M,OTHERS,2018,183,50000
506,ZZSRWZSL,03/19/2018,BLACK,M,OTHERS,2018,0,45000
507,ZZHREJHW,03/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,235000
508,ZZRSLERS,03/19/2018,BLACK,M,OTHERS,2018,0,105000
509,ZZSZBWBS,03/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,75000
510,ZZZWLCEB,03/20/2018,HISPANIC,M,OTHERS,2018,0,75000
511,ZZRBLEHE,03/20/2018,BLACK,M,OTHERS,2018,0,1000000
512,ZZSZHWRR,03/20/2018,WHITE,F,"ASSAULT, THIRD DEGREE                 AM",2018,0,5000
513,ZZHLRZBS,03/06/2018,BLACK,M,OTHERS,2018,1826,757500
514,ZZSEBZZB,03/20/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,10000
515,ZZZBLRRW,03/09/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50000
516,ZZSRSCCL,03/01/2018,WHITE,M,OTHERS,2018,365,10000
517,ZZSEJCHS,03/20/2018,HISPANIC,M,OTHERS,2018,60,100000
518,ZZZCLJLC,03/21/2018,BLACK,M,OTHERS,2018,548,67550
519,ZZESCBRS,03/21/2018,HISPANIC,M,OTHERS,2018,0,175000
520,ZZSEWLHL,03/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,50000
521,ZZHBBERZ,03/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,63000
522,ZZSRZELH,03/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,45,10000
523,ZZSRSCWW,03/21/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,100100
524,ZZRRCEEL,03/21/2018,HISPANIC,M,OTHERS,2018,0,150000
525,ZZHRCSRB,03/21/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018,122,10000
526,ZZHESHEJ,03/21/2018,HISPANIC,M,OTHERS,2018,1096,201100
527,ZZSEZLLJ,03/21/2018,BLACK,M,OTHERS,2018,0,84000
528,ZZHEBWHZ,03/22/2018,BLACK,M,OTHERS,2018,3653,1000000
529,ZZHCWLEC,02/22/2018,HISPANIC,M,OTHERS,2018,0,410000
530,ZZHHLZHH,03/22/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,1826,150000
531,ZZHBRZEZ,03/22/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,10000
532,ZZRSRHSR,03/23/2018,HISPANIC,M,OTHERS,2018,547,46050
533,ZZRJBEER,03/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,250000
534,ZZHLJCBC,03/23/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,609,31500
535,ZZHHLJRC,03/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50500
536,ZZHZHRJW,03/23/2018,HISPANIC,M,OTHERS,2018,0,500000
537,ZZHLSELJ,03/23/2018,BLACK,M,OTHERS,2018,0,15250
538,ZZHWHJEE,03/23/2018,WHITE,F,OTHERS,2018,0,11000
539,ZZHBSZHZ,03/23/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,1000000
540,ZZSEHBCL,03/23/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,55000
541,ZZHHBJEL,03/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,487,152500
542,ZZHBLWJC,03/23/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018,731,25500
543,ZZHHLCES,03/24/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,457,40000
544,ZZRERHJJ,03/26/2018,HISPANIC,M,OTHERS,2018,183,17500
545,ZZHSJBEL,03/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,913,100000
546,ZZHJHWCZ,03/26/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,274,90000
